,order,species,adult_body_mass_g,adult_head_body_len_mm,home_range_km2,litter_size,habitat
3904,Rodentia,Pseudomys delicatulus,8.56,67.88,NA,3.19,T
3905,Rodentia,Pseudomys desertor,37.09,88.26,NA,3,T
3906,Rodentia,Pseudomys fieldi,42.35,105.74,NA,3.49,T
3907,Rodentia,Pseudomys fumeus,68.75,113.02,NA,NA,T
3908,Rodentia,Pseudomys glaucus,NA,88.45,NA,NA,T
3909,Rodentia,Pseudomys gouldii,49.99,108.76,NA,NA,T
3910,Rodentia,Pseudomys gracilicaudatus,79.53,109.83,NA,2.91,T
3911,Rodentia,Pseudomys hermannsburgensis,13.38,81.75,NA,2,T
3912,Rodentia,Pseudomys higginsi,63.16,128.84,0.002011653,2.62,T
3913,Rodentia,Pseudomys johnsoni,12,NA,NA,NA,T
3914,Rodentia,Pseudomys laborifex,12,NA,NA,NA,T
3915,Rodentia,Pseudomys nanus,70.38,101,NA,3,T
3916,Rodentia,Pseudomys novaehollandiae,16.8,82.55,NA,4.43,T
3917,Rodentia,Pseudomys occidentalis,34,102.46,NA,3,T
3918,Rodentia,Pseudomys oralis,95,160,NA,NA,T
3919,Rodentia,Pseudomys patrius,NA,NA,NA,NA,T
3920,Rodentia,Pseudomys pilligaensis,10.72,NA,NA,NA,T
3921,Rodentia,Pseudomys shortridgei,72.06,137.59,NA,3,T
3714,Rodentia,Pseudoryzomys simplex,45.2,129.99,NA,NA,T
3656,Rodentia,Pteromys momonga,NA,NA,NA,NA,T
3657,Rodentia,Pteromys volans,143.09,160.02,0.05,2.5,T
3658,Rodentia,Pteromyscus pulverulentus,251.3,229,NA,1.28,T
3971,Rodentia,Punomys kofordi,NA,NA,NA,NA,T
3972,Rodentia,Punomys lemminus,84.8,NA,NA,1.94,T
3987,Rodentia,Pygeretmus platyurus,NA,NA,NA,5.17,T
3988,Rodentia,Pygeretmus pumilio,52.24,NA,0.002441076,3.35,T
3989,Rodentia,Pygeretmus shitkovi,NA,NA,NA,5.49,T
3991,Rodentia,Quemisia gravis,NA,NA,NA,NA,T
4038,Rodentia,Rattus adustus,NA,NA,NA,NA,T
4039,Rodentia,Rattus andamanensis,NA,190,NA,10,T
4040,Rodentia,Rattus annandalei,197.49,NA,NA,NA,T
4041,Rodentia,Rattus arfakiensis,NA,134.91,NA,NA,T
4042,Rodentia,Rattus argentiventer,165.37,193.81,NA,9.85,T
4043,Rodentia,Rattus arrogans,NA,131.02,NA,NA,T
4044,Rodentia,Rattus baluensis,107.5,190,NA,NA,T
4045,Rodentia,Rattus blangorum,NA,NA,NA,NA,T
4046,Rodentia,Rattus bontanus,NA,NA,NA,NA,T
4047,Rodentia,Rattus burrus,NA,NA,NA,NA,T
4048,Rodentia,Rattus colletti,146.48,NA,NA,NA,T
4049,Rodentia,Rattus elaphinus,131.35,NA,NA,NA,T
4050,Rodentia,Rattus enganus,NA,NA,NA,NA,T
4051,Rodentia,Rattus everetti,253.53,190,0.005001891,NA,T
4052,Rodentia,Rattus exulans,50.63,119.9,0.000935769,3.7,T
4053,Rodentia,Rattus feliceus,306,NA,NA,NA,T
4054,Rodentia,Rattus fuscipes,124.58,159.25,NA,4.58,T
4055,Rodentia,Rattus giluwensis,NA,150.55,NA,NA,T
4056,Rodentia,Rattus hainaldi,NA,NA,NA,NA,T
4057,Rodentia,Rattus hoffmanni,NA,NA,NA,NA,T
4058,Rodentia,Rattus hoogerwerfi,NA,NA,NA,NA,T
4059,Rodentia,Rattus jobiensis,380,211.3,NA,NA,T
4060,Rodentia,Rattus koopmani,NA,NA,NA,NA,T
4061,Rodentia,Rattus korinchi,NA,NA,NA,NA,T
4062,Rodentia,Rattus leucopus,200.89,189.68,NA,3.45,T
4063,Rodentia,Rattus losea,104.63,NA,NA,NA,T
4064,Rodentia,Rattus lugens,NA,NA,NA,NA,T
4065,Rodentia,Rattus lutreolus,106,160.65,NA,4.45,T
4066,Rodentia,Rattus macleari,NA,NA,NA,NA,T
4067,Rodentia,Rattus marmosurus,NA,NA,NA,NA,T
4068,Rodentia,Rattus mindorensis,NA,190,NA,6.4,T
4069,Rodentia,Rattus mollicomulus,NA,NA,NA,NA,T
4070,Rodentia,Rattus montanus,NA,NA,NA,NA,T
4071,Rodentia,Rattus mordax,230,173.45,NA,2.47,T
4072,Rodentia,Rattus morotaiensis,148.25,NA,NA,NA,T
4073,Rodentia,Rattus nativitatis,NA,NA,NA,NA,T
4074,Rodentia,Rattus niobe,45.07,115.43,0.001058952,2.15,T
4075,Rodentia,Rattus nitidus,100.02,182.58,NA,3.09,T
4076,Rodentia,Rattus norvegicus,282.89,NA,0.002927936,8.99,T
4077,Rodentia,Rattus novaeguineae,133,177.68,NA,5.37,T
4078,Rodentia,Rattus omichlodes,70.02,132.48,NA,NA,T
4079,Rodentia,Rattus osgoodi,NA,NA,NA,NA,T
4080,Rodentia,Rattus palmarum,NA,NA,NA,NA,T
4081,Rodentia,Rattus pelurus,NA,NA,NA,NA,T
4082,Rodentia,Rattus pococki,NA,128.82,NA,NA,T
4083,Rodentia,Rattus praetor,194.43,195.7,NA,4.37,T
4084,Rodentia,Rattus pyctoris,NA,NA,NA,4.23,T
4085,Rodentia,Rattus ranjiniae,NA,NA,NA,NA,T
4086,Rodentia,Rattus rattus,142.68,201.99,0.00231795,5.88,T
4087,Rodentia,Rattus richardsoni,64.29,124.81,NA,2.15,T
4088,Rodentia,Rattus salocco,NA,NA,NA,NA,T
4089,Rodentia,Rattus sanila,NA,NA,NA,NA,T
4090,Rodentia,Rattus satarae,NA,NA,NA,NA,T
4091,Rodentia,Rattus simalurensis,NA,NA,NA,NA,T
4092,Rodentia,Rattus sordidus,157.5,159.67,NA,5.99,T
4093,Rodentia,Rattus steini,151.17,171.01,NA,3.65,T
4094,Rodentia,Rattus stoicus,NA,NA,NA,NA,T
4095,Rodentia,Rattus tanezumi,140.84,NA,NA,NA,T
4096,Rodentia,Rattus tawitawiensis,NA,190,NA,NA,T
4097,Rodentia,Rattus timorensis,NA,NA,NA,NA,T
4098,Rodentia,Rattus tiomanicus,119.29,190,NA,3.87,T
4099,Rodentia,Rattus tunneyi,169.29,151.64,NA,5.34,T
4100,Rodentia,Rattus vandeuseni,67.24,135.21,NA,2.15,T
4101,Rodentia,Rattus verecundus,97.02,142.51,0.001058952,2.15,T
4102,Rodentia,Rattus villosissimus,221.76,186.64,NA,NA,T
4103,Rodentia,Rattus xanthurus,NA,NA,NA,NA,T
4104,Rodentia,Ratufa affinis,1155.82,343.99,NA,NA,T
4105,Rodentia,Ratufa bicolor,1609.08,319.47,NA,1.5,T
4106,Rodentia,Ratufa indica,1060,NA,NA,NA,T
4107,Rodentia,Ratufa macroura,1326.24,NA,NA,3.49,T
4111,Rodentia,Reithrodon auritus,79.73,142.5,NA,3.4,T
4112,Rodentia,Reithrodon typicus,NA,NA,NA,NA,T
4113,Rodentia,Reithrodontomys brevirostris,12.9,72.28,NA,3.4,T
4114,Rodentia,Reithrodontomys burti,20,NA,NA,NA,T
4115,Rodentia,Reithrodontomys chrysopsis,19,NA,NA,3.4,T
4116,Rodentia,Reithrodontomys creper,22.8,89.73,NA,2.21,T
4117,Rodentia,Reithrodontomys darienensis,12.99,NA,NA,3.88,T
4118,Rodentia,Reithrodontomys fulvescens,11.55,66.99,0.001343843,3.76,T
4119,Rodentia,Reithrodontomys gracilis,12.47,72.79,NA,3.11,T
4120,Rodentia,Reithrodontomys hirsutus,20,NA,NA,3.88,T
4121,Rodentia,Reithrodontomys humulis,8.25,65,0.003188291,2.99,T
4122,Rodentia,Reithrodontomys megalotis,10.72,69.62,0.001008937,4.18,T
4123,Rodentia,Reithrodontomys mexicanus,15.71,NA,NA,2.91,T
4124,Rodentia,Reithrodontomys microdon,20,NA,NA,NA,T
4125,Rodentia,Reithrodontomys montanus,10.9,NA,0.002290248,3.94,T
4126,Rodentia,Reithrodontomys paradoxus,NA,71.38,NA,NA,T
4127,Rodentia,Reithrodontomys raviventris,10.95,70.91,0.001664605,3.88,T
4128,Rodentia,Reithrodontomys rodriguezi,NA,NA,NA,NA,T
4129,Rodentia,Reithrodontomys spectabilis,20.19,87.83,NA,NA,T
4130,Rodentia,Reithrodontomys sumichrasti,19,NA,NA,3.49,T
4131,Rodentia,Reithrodontomys tenuirostris,20,87.73,NA,NA,T
4132,Rodentia,Reithrodontomys zacatecae,NA,NA,NA,NA,T
4133,Rodentia,Rhabdomys dilectus,NA,NA,NA,NA,T
4134,Rodentia,Rhabdomys pumilio,40.73,108.81,NA,5.28,T
4135,Rodentia,Rhagamys orthodon,NA,NA,NA,NA,T
4136,Rodentia,Rhagomys longilingua,NA,NA,NA,NA,T
4137,Rodentia,Rhagomys rufescens,21.2,NA,NA,NA,T
4138,Rodentia,Rheithrosciurus macrotis,1353.27,406.5,NA,NA,T
4139,Rodentia,Rheomys mexicanus,40,NA,NA,NA,T
4140,Rodentia,Rheomys raptor,38,NA,NA,0.97,T
4141,Rodentia,Rheomys thomasi,40,NA,NA,0.97,T
4142,Rodentia,Rheomys underwoodi,NA,NA,NA,NA,T
4234,Rodentia,Rhinosciurus laticaudatus,230.3,210.16,NA,1.39,T
4235,Rodentia,Rhipidomys austrinus,89,NA,NA,NA,T
4236,Rodentia,Rhipidomys caucensis,89,NA,NA,NA,T
4237,Rodentia,Rhipidomys couesi,89,NA,NA,NA,T
4238,Rodentia,Rhipidomys emiliae,NA,NA,NA,NA,T
4239,Rodentia,Rhipidomys fulviventer,89,NA,NA,NA,T
4240,Rodentia,Rhipidomys gardneri,NA,NA,NA,NA,T
4241,Rodentia,Rhipidomys latimanus,57.5,NA,NA,NA,T
4242,Rodentia,Rhipidomys leucodactylus,NA,NA,NA,NA,T
3978,Rodentia,Rhipidomys macconnelli,41.59,NA,NA,NA,T
3979,Rodentia,Rhipidomys macrurus,NA,NA,NA,NA,T
3980,Rodentia,Rhipidomys mastacalis,100,NA,NA,3.8,T
3981,Rodentia,Rhipidomys modicus,NA,NA,NA,NA,T
3982,Rodentia,Rhipidomys nitela,89,NA,NA,NA,T
4012,Rodentia,Rhipidomys ochrogaster,89,NA,NA,NA,T
4013,Rodentia,Rhipidomys venezuelae,89.99,NA,NA,NA,T
4014,Rodentia,Rhipidomys venustus,89,NA,NA,NA,T
3992,Rodentia,Rhipidomys wetzeli,89,NA,NA,NA,T
3993,Rodentia,Rhizomys pruinosus,2450,NA,NA,3,T
3994,Rodentia,Rhizomys sinensis,NA,NA,NA,3,T
3976,Rodentia,Rhizomys sumatrensis,2500,NA,NA,4,T
3977,Rodentia,Rhizoplagiodontia lemkei,NA,NA,NA,NA,T
3676,Rodentia,Rhombomys opimus,NA,NA,NA,4.59,T
3683,Rodentia,Rhynchomys isarogensis,122.29,187,NA,NA,T
3684,Rodentia,Rhynchomys soricoides,NA,201.49,NA,NA,T
4003,Rodentia,Rubrisciurus rubriventer,NA,NA,NA,NA,T
4030,Rodentia,Saccostomus campestris,50.33,117.31,NA,6.75,T
4031,Rodentia,Saccostomus mearnsi,64.91,NA,0.001303656,5.75,T
4311,Rodentia,Salinoctomys loschalchalerosorum,NA,NA,NA,NA,T
4312,Rodentia,Salinomys delicatus,NA,NA,NA,NA,T
4313,Rodentia,Salpingotulus michaelis,NA,NA,NA,3,T
4314,Rodentia,Salpingotus crassicauda,NA,NA,NA,2.59,T
4315,Rodentia,Salpingotus heptneri,NA,NA,NA,NA,T
4316,Rodentia,Salpingotus kozlovi,NA,NA,NA,NA,T
4317,Rodentia,Salpingotus pallidus,NA,NA,NA,NA,T
4318,Rodentia,Salpingotus thomasi,NA,NA,NA,NA,T
4326,Rodentia,Scapteromys aquaticus,NA,NA,NA,NA,T
4327,Rodentia,Scapteromys tumidus,146,NA,NA,3.63,T
4330,Rodentia,Sciurillus pusillus,34.91,111.58,NA,1.94,T
4331,Rodentia,Sciurotamias davidianus,NA,NA,NA,NA,T
4332,Rodentia,Sciurotamias forresti,NA,NA,NA,NA,T
4333,Rodentia,Sciurus aberti,622.95,269.29,0.05,3.2,T
4334,Rodentia,Sciurus aestuans,177.34,171.48,NA,NA,T
4335,Rodentia,Sciurus alleni,465.14,233.91,NA,3,T
4336,Rodentia,Sciurus anomalus,NA,NA,NA,4,T
4337,Rodentia,Sciurus arizonensis,646.99,263.19,NA,3.09,T
4338,Rodentia,Sciurus aureogaster,455.57,251.25,0.01,1.94,T
4339,Rodentia,Sciurus carolinensis,545.4,253.48,0.008569038,2.98,T
4340,Rodentia,Sciurus colliaei,498,253.14,NA,2.66,T
4341,Rodentia,Sciurus deppei,249.5,200.49,0.01,2.91,T
4342,Rodentia,Sciurus flammifer,NA,NA,NA,NA,T
4343,Rodentia,Sciurus gilvigularis,803,NA,NA,NA,T
4344,Rodentia,Sciurus granatensis,318.44,221.71,0.007784702,1.9,T
4345,Rodentia,Sciurus griseus,703.85,293.12,0.008025903,2.65,T
4346,Rodentia,Sciurus ignitus,190,NA,NA,NA,T
4347,Rodentia,Sciurus igniventris,700,NA,NA,NA,T
4348,Rodentia,Sciurus lis,264.3,NA,0.13,NA,T
4349,Rodentia,Sciurus nayaritensis,697,282.15,NA,2.43,T
4350,Rodentia,Sciurus niger,NA,NA,0.23,NA,T
4351,Rodentia,Sciurus oculatus,649.98,267.2,NA,NA,T
4352,Rodentia,Sciurus pucheranii,803,NA,NA,NA,T
4353,Rodentia,Sciurus pyrrhinus,482,NA,NA,NA,T
4354,Rodentia,Sciurus richmondi,237.51,194.4,NA,2.59,T
4355,Rodentia,Sciurus sanborni,136,NA,NA,NA,T
4356,Rodentia,Sciurus spadiceus,403.32,NA,NA,NA,T
4357,Rodentia,Sciurus stramineus,433.3,NA,NA,NA,T
4358,Rodentia,Sciurus variegatoides,485,262.6,NA,4.99,T
4359,Rodentia,Sciurus vulgaris,333,213.17,0.05,4.5,T
4360,Rodentia,Sciurus yucatanensis,225,236.86,NA,3,T
4362,Rodentia,Scolomys melanops,26.5,NA,NA,NA,T
4363,Rodentia,Scolomys ucayalensis,26.5,NA,NA,NA,T
4365,Rodentia,Scotinomys teguina,11.59,NA,NA,2.46,T
4366,Rodentia,Scotinomys xerampelinus,15.07,NA,NA,3.08,T
4393,Rodentia,Sekeetamys calurus,56.61,NA,NA,2.9,T
4394,Rodentia,Selevinia betpakdalaensis,17.12,84.99,NA,6.9,T
4404,Rodentia,Sicista armenica,NA,NA,NA,NA,T
4405,Rodentia,Sicista betulina,8.92,NA,NA,5.29,T
4406,Rodentia,Sicista caucasica,NA,NA,NA,NA,T
4407,Rodentia,Sicista caudata,NA,NA,NA,NA,T
4408,Rodentia,Sicista concolor,NA,NA,NA,NA,T
4409,Rodentia,Sicista kazbegica,NA,NA,NA,NA,T
4410,Rodentia,Sicista kluchorica,NA,NA,NA,NA,T
4411,Rodentia,Sicista napaea,10,NA,NA,3.49,T
4412,Rodentia,Sicista pseudonapaea,NA,NA,NA,NA,T
4413,Rodentia,Sicista severtzovi,NA,NA,NA,NA,T
4414,Rodentia,Sicista strandi,NA,NA,NA,NA,T
4415,Rodentia,Sicista subtilis,11.75,NA,NA,NA,T
4416,Rodentia,Sicista tianshanica,NA,NA,NA,4.37,T
4417,Rodentia,Sigmodon alleni,174.09,170.03,NA,NA,T
4418,Rodentia,Sigmodon alstoni,55.7,NA,NA,5.18,T
4419,Rodentia,Sigmodon arizonae,198,NA,NA,NA,T
4420,Rodentia,Sigmodon fulviventer,195.94,180.35,NA,7.5,T
4421,Rodentia,Sigmodon hirsutus,NA,NA,NA,NA,T
4422,Rodentia,Sigmodon hispidus,110.65,167.5,0.002399307,5.44,T
4423,Rodentia,Sigmodon inopinatus,140.5,NA,NA,NA,T
4424,Rodentia,Sigmodon leucotis,131.78,157.25,NA,NA,T
4425,Rodentia,Sigmodon mascotensis,120,NA,NA,NA,T
4426,Rodentia,Sigmodon ochrognathus,122,151.14,0.001664175,3,T
4427,Rodentia,Sigmodon peruanus,NA,NA,NA,NA,T
4428,Rodentia,Sigmodon planifrons,NA,NA,NA,NA,T
4429,Rodentia,Sigmodon toltecus,NA,NA,NA,NA,T
4430,Rodentia,Sigmodon zanjonensis,NA,NA,NA,NA,T
4431,Rodentia,Sigmodontomys alfari,NA,NA,NA,NA,T
4432,Rodentia,Sigmodontomys aphrastus,NA,NA,NA,NA,T
4460,Rodentia,Solomys ponceleti,1000,270,NA,NA,T
4461,Rodentia,Solomys salamonis,NA,270,NA,NA,T
4462,Rodentia,Solomys salebrosus,397,NA,NA,NA,T
4463,Rodentia,Solomys sapientis,NA,270,NA,NA,T
4464,Rodentia,Solomys spriggsarum,NA,NA,NA,NA,T
4465,Rodentia,Sommeromys macrorhinos,NA,NA,NA,NA,T
4517,Rodentia,Spalacopus cyanus,100.86,132.78,7.86E-05,3.14,T
4518,Rodentia,Spalax arenarius,NA,NA,NA,NA,T
4519,Rodentia,Spalax carmeli,NA,NA,NA,NA,T
4520,Rodentia,Spalax ehrenbergi,164.35,NA,NA,NA,T
4521,Rodentia,Spalax galili,NA,NA,NA,NA,T
4522,Rodentia,Spalax giganteus,NA,NA,NA,NA,T
4523,Rodentia,Spalax golani,NA,NA,NA,NA,T
4261,Rodentia,Spalax graecus,NA,NA,NA,NA,T
4262,Rodentia,Spalax judaei,NA,NA,NA,NA,T
4263,Rodentia,Spalax leucodon,188.67,NA,NA,3.24,T
4264,Rodentia,Spalax microphthalmus,470,NA,NA,2.91,T
4265,Rodentia,Spalax nehringi,NA,NA,NA,NA,T
4266,Rodentia,Spalax uralensis,NA,NA,NA,NA,T
4267,Rodentia,Spalax zemni,NA,NA,NA,NA,T
4268,Rodentia,Spelaeomys florensis,NA,NA,NA,NA,T
4270,Rodentia,Spermophilopsis leptodactylus,NA,243.27,NA,4.5,T
4271,Rodentia,Spermophilus adocetus,155.52,177.47,NA,NA,T
4272,Rodentia,Spermophilus alashanicus,NA,NA,NA,NA,T
4273,Rodentia,Spermophilus annulatus,499.99,221.13,NA,3.88,T
4274,Rodentia,Spermophilus armatus,306.48,219.5,NA,5.4,T
4275,Rodentia,Spermophilus atricapillus,550.99,244.66,NA,NA,T
4276,Rodentia,Spermophilus beecheyi,597.82,NA,0.000293039,6.71,T
4277,Rodentia,Spermophilus beldingi,272.53,236.4,NA,5.71,T
4299,Rodentia,Spermophilus brevicauda,NA,NA,NA,NA,T
4300,Rodentia,Spermophilus brunneus,300,180.95,NA,7.5,T
4301,Rodentia,Spermophilus canus,NA,NA,NA,NA,T
4302,Rodentia,Spermophilus citellus,395.97,198.5,NA,6.48,T
4303,Rodentia,Spermophilus columbianus,470.94,295.97,0.001090594,3.54,T
4304,Rodentia,Spermophilus dauricus,NA,NA,NA,5.62,T
4305,Rodentia,Spermophilus elegans,324.45,NA,0.00191853,5.75,T
4532,Rodentia,Spermophilus erythrogenys,NA,NA,NA,7.77,T
4533,Rodentia,Spermophilus franklinii,457.64,245.61,0.13,8.69,T
4534,Rodentia,Spermophilus fulvus,778.38,NA,NA,5.99,T
4535,Rodentia,Spermophilus lateralis,175.1,214.38,NA,5.18,T
4536,Rodentia,Spermophilus madrensis,207.12,171.48,NA,4.34,T
4537,Rodentia,Spermophilus major,NA,NA,NA,NA,T
4538,Rodentia,Spermophilus mexicanus,177.49,193.4,NA,5.91,T
4539,Rodentia,Spermophilus mohavensis,213.18,156.53,0.01,6.5,T
4540,Rodentia,Spermophilus mollis,165.4,NA,0.000957999,7.97,T
4541,Rodentia,Spermophilus musicus,NA,NA,NA,NA,T
4542,Rodentia,Spermophilus pallidicauda,NA,NA,NA,NA,T
4543,Rodentia,Spermophilus parryii,747.09,278.92,0.02,6.5,T
4544,Rodentia,Spermophilus perotensis,140,179,NA,6.07,T
4545,Rodentia,Spermophilus pygmaeus,173.46,NA,NA,7.08,T
4546,Rodentia,Spermophilus ralli,NA,NA,NA,NA,T
4547,Rodentia,Spermophilus relictus,599.99,NA,NA,4.89,T
4548,Rodentia,Spermophilus richardsonii,325.1,210.97,0.00402332,7.59,T
4549,Rodentia,Spermophilus saturatus,NA,NA,NA,NA,T
4550,Rodentia,Spermophilus spilosoma,106.64,145.5,0.009534137,6.94,T
4551,Rodentia,Spermophilus suslicus,252,NA,NA,5.49,T
4552,Rodentia,Spermophilus tereticaudus,147.57,154.53,0.01,6.32,T
4553,Rodentia,Spermophilus townsendii,207.29,173.15,NA,8.49,T
4554,Rodentia,Spermophilus tridecemlineatus,174.91,137.5,0.01,8.08,T
4555,Rodentia,Spermophilus undulatus,742.91,NA,0.02,7.77,T
4556,Rodentia,Spermophilus variegatus,714.58,273.5,0.03,4.93,T
4557,Rodentia,Spermophilus washingtoni,215.09,166,NA,7.88,T
4558,Rodentia,Spermophilus xanthoprymnus,NA,NA,NA,4.99,T
4561,Rodentia,Sphiggurus ichillus,NA,NA,NA,NA,T
4562,Rodentia,Sphiggurus insidiosus,998.32,NA,NA,0.97,T
4563,Rodentia,Sphiggurus melanurus,1900,398.8,NA,NA,T
4683,Rodentia,Sphiggurus mexicanus,2000,NA,NA,0.98,T
4684,Rodentia,Sphiggurus pruinosus,NA,NA,NA,NA,T
4685,Rodentia,Sphiggurus roosmalenorum,NA,NA,NA,NA,T
4686,Rodentia,Sphiggurus spinosus,750.78,NA,NA,NA,T
4687,Rodentia,Sphiggurus vestitus,736,NA,NA,NA,T
4688,Rodentia,Sphiggurus villosus,1750.01,NA,NA,1,T
4587,Rodentia,Srilankamys ohiensis,NA,NA,NA,NA,T
4588,Rodentia,Steatomys bocagei,NA,NA,NA,NA,T
4589,Rodentia,Steatomys caurinus,NA,NA,NA,NA,T
4590,Rodentia,Steatomys cuppedius,NA,NA,NA,NA,T
4591,Rodentia,Steatomys jacksoni,NA,NA,NA,NA,T
4592,Rodentia,Steatomys krebsii,20.67,NA,NA,4.62,T
4593,Rodentia,Steatomys opimus,40,116.15,NA,NA,T
4594,Rodentia,Steatomys parvus,4.99,NA,NA,NA,T
4595,Rodentia,Steatomys pratensis,30.58,NA,NA,3.96,T
4602,Rodentia,Stenocephalemys albipes,NA,NA,NA,4.41,T
4603,Rodentia,Stenocephalemys albocaudata,144,NA,NA,NA,T
4604,Rodentia,Stenocephalemys griseicauda,85.75,NA,NA,NA,T
4605,Rodentia,Stenocephalemys ruppi,48.99,NA,NA,NA,T
4607,Rodentia,Stochomys longicaudatus,70.95,NA,NA,2.38,T
4625,Rodentia,Stylodipus andrewsi,NA,NA,NA,NA,T
4626,Rodentia,Stylodipus sungorus,NA,NA,NA,NA,T
4627,Rodentia,Stylodipus telum,59.99,NA,0.00350188,3.49,T
4646,Rodentia,Sundamys infraluteus,418.5,NA,NA,NA,T
4647,Rodentia,Sundamys maxi,NA,NA,NA,NA,T
4712,Rodentia,Sundamys muelleri,356.48,239,NA,NA,T
4713,Rodentia,Sundasciurus brookei,114.05,186.14,NA,NA,T
4714,Rodentia,Sundasciurus davensis,NA,210,NA,NA,T
4715,Rodentia,Sundasciurus fraterculus,NA,NA,NA,NA,T
4716,Rodentia,Sundasciurus hippurus,357.79,227.98,NA,NA,T
4717,Rodentia,Sundasciurus hoogstraali,NA,210,NA,NA,T
4718,Rodentia,Sundasciurus jentinki,NA,210,NA,NA,T
4719,Rodentia,Sundasciurus juvencus,NA,210,NA,NA,T
4720,Rodentia,Sundasciurus lowii,84.99,137.56,NA,2.46,T
4721,Rodentia,Sundasciurus mindanensis,NA,210,NA,NA,T
4722,Rodentia,Sundasciurus moellendorffi,NA,210,NA,NA,T
4723,Rodentia,Sundasciurus philippinensis,NA,210,NA,NA,T
4724,Rodentia,Sundasciurus rabori,NA,210,NA,NA,T
4725,Rodentia,Sundasciurus samarensis,225,210,NA,NA,T
4726,Rodentia,Sundasciurus steerii,NA,210,NA,NA,T
4727,Rodentia,Sundasciurus tenuis,74.87,168.37,NA,3.11,T
4775,Rodentia,Synaptomys borealis,21.3,NA,NA,4.27,T
4776,Rodentia,Synaptomys cooperi,28.01,105.5,0.000847162,3.09,T
4778,Rodentia,Syntheosciurus brochus,NA,162,NA,NA,T
4780,Rodentia,Tachyoryctes ankoliae,NA,NA,NA,NA,T
4781,Rodentia,Tachyoryctes annectens,NA,NA,NA,NA,T
4782,Rodentia,Tachyoryctes audax,NA,NA,NA,NA,T
4783,Rodentia,Tachyoryctes daemon,NA,NA,NA,NA,T
4784,Rodentia,Tachyoryctes ibeanus,NA,NA,NA,NA,T
4785,Rodentia,Tachyoryctes macrocephalus,621.88,209,NA,1,T
4786,Rodentia,Tachyoryctes naivashae,NA,NA,NA,NA,T
4787,Rodentia,Tachyoryctes rex,NA,NA,NA,NA,T
4788,Rodentia,Tachyoryctes ruandae,NA,NA,NA,1.4,T
4789,Rodentia,Tachyoryctes ruddi,NA,NA,NA,NA,T
4790,Rodentia,Tachyoryctes spalacinus,NA,NA,NA,NA,T
4791,Rodentia,Tachyoryctes splendens,227.13,197.65,7.80E-05,1.41,T
4792,Rodentia,Tachyoryctes storeyi,NA,NA,NA,NA,T
4799,Rodentia,Taeromys arcuatus,NA,NA,NA,NA,T
4800,Rodentia,Taeromys callitrichus,NA,NA,NA,NA,T
4801,Rodentia,Taeromys celebensis,NA,NA,NA,NA,T
4802,Rodentia,Taeromys hamatus,NA,NA,NA,NA,T
4803,Rodentia,Taeromys microbullatus,NA,NA,NA,NA,T
4804,Rodentia,Taeromys punicans,NA,NA,NA,NA,T
4805,Rodentia,Taeromys taerae,NA,NA,NA,4.37,T
4817,Rodentia,Tamias alpinus,36.54,104.65,NA,4.5,T
4818,Rodentia,Tamias amoenus,50.63,118.06,0.008434861,4.99,T
4819,Rodentia,Tamias bulleri,100,135.85,NA,2.43,T
4820,Rodentia,Tamias canipes,70.2,131.4,NA,3.88,T
4821,Rodentia,Tamias cinereicollis,61.59,128,NA,4.89,T
4822,Rodentia,Tamias dorsalis,63.66,125.38,0.01,4.99,T
4823,Rodentia,Tamias durangae,84.99,133.91,NA,2.38,T
4824,Rodentia,Tamias merriami,74.77,133.95,NA,4.5,T
4825,Rodentia,Tamias minimus,42.87,111.56,0.01,4.95,T
4826,Rodentia,Tamias obscurus,72.99,128.11,NA,3.49,T
4827,Rodentia,Tamias ochrogenys,91.69,151.04,NA,NA,T
4828,Rodentia,Tamias palmeri,60.74,125.02,NA,3.93,T
4829,Rodentia,Tamias panamintinus,51.73,115.99,NA,4.04,T
4830,Rodentia,Tamias quadrimaculatus,83.62,140.12,0.005589918,5.93,T
4831,Rodentia,Tamias quadrivittatus,57.49,122.41,0.02,3.92,T
4832,Rodentia,Tamias ruficaudus,60.06,124.26,NA,4.85,T
4833,Rodentia,Tamias rufus,53.6,NA,0.007408495,NA,T
4834,Rodentia,Tamias senex,89.35,145.45,0.01,4.37,T
4835,Rodentia,Tamias sibiricus,94.16,148.7,0.001508451,5.01,T
4836,Rodentia,Tamias siskiyou,75,145.27,NA,NA,T
4837,Rodentia,Tamias sonomae,75,133.63,NA,4,T
4838,Rodentia,Tamias speciosus,60.83,124.69,0.01,4.14,T
4839,Rodentia,Tamias striatus,NA,146.47,NA,NA,T
4840,Rodentia,Tamias townsendii,79.12,139.23,0.0072278,3.75,T
4841,Rodentia,Tamias umbrinus,51.75,123.66,0.02,6.8,T
4842,Rodentia,Tamiasciurus douglasii,225,190.96,0.003531743,5.49,T
4843,Rodentia,Tamiasciurus hudsonicus,200.24,188.42,0.007743219,3.93,T
4844,Rodentia,Tamiasciurus mearnsi,NA,NA,NA,NA,T
4845,Rodentia,Tamiops maritimus,66.77,132.31,NA,2.59,T
4846,Rodentia,Tamiops mcclellandii,45.84,104.61,NA,2.38,T
4847,Rodentia,Tamiops rodolphii,NA,NA,NA,NA,T
4848,Rodentia,Tamiops swinhoei,NA,NA,NA,3.4,T
4849,Rodentia,Tapecomys primus,NA,NA,NA,NA,T
